Licence No.,Premises Name,Premises Address,場所名稱,場所地址,Premises Phone No.,Premises Fax No.,Premises Email Address
H/6168,GOLDEN FORTUNE HOSTEL,"Flat C, 2/F, Ng Po House,103-109 Sai Yeung Choi Street South,Mong Kok, Kowloon.",GOLDEN FORTUNE HOSTEL,九龍旺角西洋菜南街103-109號五寶大廈2字樓C室,,,
H/6169,LUMINE HOTEL,"G/F-14/F,197 Reclamation Street,Yau Ma Tei, Kowloon.",朗華酒店,九龍油麻地新填地街197號地下-14字樓,2205 2288,,luminehotelhk@gmail.com
H/6170,CAMLUX HOTEL,"LG/F-G/F(Portion), 1/F-6/F, Roof and Upper Roof(Portion), 15 Wang Kwong Road, Kowloon Bay, Kowloon.",君立酒店,"九龍九龍灣宏光道15號地庫-地下(部份), 1-6字樓, 天台及天台高層(部份) ",2593 2828,2679 3222,info@camluxhotel.com
H/6171,CANDY INN,"Flat B5, 11/F, Block B, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",糖果旅舍,九龍尖沙咀彌敦道58號美麗都大廈B座11字樓B5室,9660 9613,,
H/6173,B & B PAK SHE LODGE,"2/F,10 Pak She Street,Cheung Chau.",B & B PAK SHE LODGE,長洲北社街10號2字樓,2986 9990,2986 9980,info@ibnb.com.hk
H/6176,HILTON GARDEN INN HONG KONG MONGKOK,"B/F, G/F, 1/F-13/F, 15/F-21/F, Roof and Upper Roof, 2 Soy Street, Mong Kok, Kowloon.",香港旺角希爾頓花園酒店,"九龍旺角豉油街2號地庫,地下, 1-13字樓, 15-21字樓,天台及天台高層",2201 3688,2201 3600,hkgms_gm@hilton.com
H/6178,"PENTAHOTEL HONG KONG, TUEN MUN","G/F-2/F(Portion), 3/F, 5-12/F,15-16/F(Portion)  and Roof(Portion), 6 Tsun Wen Road, Tuen Mun, New Territories.",香港屯門貝爾特酒店,"新界屯門震寰路6號地下-2字樓(部分),3字樓, 5-12字樓,15-16字樓及天台(部分)",3112 1138,3112 1183,tuenmun@pentahotelsasia.com
H/6181,PREMIUM LOUNGE,"Flat A6&A7, 6/F, Block A, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",PREMIUM LOUNGE,九龍尖沙咀彌敦道40號重慶大廈A座6字樓A6及A7室,2311 2170,,ashokahostel001@gmail.com
H/6182,SUPER GUEST HOUSE,"Flat A5, Block A,12/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",超級賓館,九龍尖沙咀彌敦道40號重慶大廈A座12字樓A5室,2723 4817,,
H/6187,SUN RISE HOLIDAY RESORT LIMITED,"1/F & 2/F, 15 Main Street,Yung Shue Wan, Lamma Island.",輝煌渡假屋有限公司,南丫島榕樹灣大街15 號1字樓及2字樓,2982 2626,2982 0636,
H/6188,CM+,"G/F-33/F & R/F,16 Connaught Road West,Sheung Wan, Hong Kong.",壹棠,香港上環干諾道西16號地下-33字樓及天台,3709 6600,3709 6622,pollyfong@cmpd.com.hk
H/6190,泰興翡翠賓館,"Flat 6, 13/F, Alhambra Building,385 Nathan Road, Yau Ma Tei, Kowloon.",泰興翡翠賓館,九龍油麻地彌敦道385號平安大樓13字樓6室,5139 1828,,
H/6191,DASH LIVING ON TUNG FONG,"G/F, UG/F, 1-3/F, 5-13/F, 15/F, Roof & Upper Roof, Oriental Commercial Building,4 Tung Fong Street, Yau Ma Tei, Kowloon.",DASH LIVING ON TUNG FONG,"九龍油麻地東方街4號東聯商業大廈地下,地下高層,1-3, 5-13及15字樓天台及天台高層",3001 5774,,support.hk@dash.co
H/6192,STARSTAR INN LIMITED,"Flat A10, 14/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",星星旅館有限公司,九龍尖沙咀彌敦道58號美麗都大廈14字樓A10室,6333 0314,,starstarinn@gmail.com
H/6194,WE HOTEL,"G-27/F & R/F,11 Eastern Street, Sai Ying Pun, Hong Kong.",伯惠酒店,香港西營盤東邊街11號地下至27字樓及天台,3975 0088,3971 0850,wehotel.hk@gmail.com
H/6195,NEW CALIFORNIA GARDEN,"Flat A, 6/F, Golden Crown Court,68 Nathan Road, Tsim Sha Tsui,Kowloon.",新加洲花園,九龍尖沙咀彌敦道68號金冠大廈6字樓A室,,,seasonshotelhk@gmail.com
H/6198,POP INN,"2/F, Long Wah Building,21 Lock Road,Tsim Sha Tsui, Kowloon.",POP INN,九龍尖沙咀樂道21號龍華大廈2字樓,6726 4567,,
H/6199,NEST-IN HOSTEL LIMITED,"2/F, 167-169 Ki Lung Street,Sham Shui Po, Kowloon.",尚園(青年)旅舍有限公司,九龍深水埗基隆街167-169號2字樓,2377 6901,2397 1993,livein@biznetvigator.com
H/6200,HOTEL EASE ACCESS . TSUEN WAN,"G/F-20/F, Hotel Ease,12-14 Ka Hing Road,Kwai Chung, New Territories.",旭逸雅捷酒店．荃灣,新界葵涌嘉慶路12-14號旭逸酒店地下-20字樓,3896 1888,3896 1899,info.heatw@hotelease.com.hk
H/6203,HOTEL COZI．OASIS,"LCP-UCP/F, LG-UG/F & 1-26/F & Roof-Top Roof, Hotel Cozi, 443-451 Castle Peak Road,Kwai Chung, New Territories.",悅品酒店．荃灣,"新界青山公路葵涌段443-451號悅品酒店底、高層停車場,地下底、高層及1-26字樓及天台至天台高層",3891 1888,3891 1889,
H/6205,LANTAU LODGE,"2/F, 47A Shui Hau Village, Lantau Island.",LANTAU LODGE,大嶼山水口村47A號2字樓,6113 2043,,michael@ppc-hk.com
H/6206,Y-LOFT,"Youth Square,238 Chai Wan Road,Chai Wan, Hong Kong.",Y旅舍,香港柴灣柴灣道238號青年廣場,3721 8989,3721 8990,loft@youthsquare.hk
H/6207,"THE MURRAY, A NICCOLO HOTEL, HONG KONG","B/F, LG-UG/F, Upper part of UG/F, 1/F, U1-3/F,5-13/F, 15-23/F & 25-26/F, Murray Building,22 Cotton Tree Drive, Central, Hong Kong.","THE MURRAY, A NICCOLO HOTEL, HONG KONG","香港中環紅棉路22號美利大廈地庫,地下底-高層,(部份)地下高層1字樓,1字樓高層-3字樓5-13字樓及25-26字樓",3141 8888,3141 8899,
H/6208,HONG KONG FAMILY INN,"Flat E4, 13/F, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",香港家庭賓館,九龍尖沙咀彌敦道58號美麗都大廈13字樓E4室,3613 5717,,hkpeaceguesthouse@gmail.com
H/6209,SHINGTING LIVING HOTEL APARTMENT,"G-3/F, 5-17/F & R-UR/F,179-181 Bulkeley Street, Hung Hom, Kowloon.",香港盛庭酒店公寓,"九龍紅磡寶其利街179-181號地下-3字樓, 5-17字樓及天台-天台高層",3586 0593,,info@shingtingliving.com
H/6210,SEASONS GARDEN-CAUSEWAY BAY,"Flat A, 4/F, Bright Star Mansion,95-97 Leighton Road, Causeway Bay, Hong Kong.",季節花園－銅鑼灣 ,香港銅鑼灣禮頓道95-97號星輝大廈4字樓A室,3591 2803,,galaxyhotelhk@gmail.com
H/6211,DREAM PARADISE INN,"Flat G, 3/F, Lyton Building,32-48 Mody Road, Tsim Sha Tsui, Kowloon. ",凱旋旅館(K11),九龍尖沙咀麼地道32-48號麗東大廈3字樓G室,5404 4444,,tel.39969009@gmail.com
H/6212,SORAVIT ON GRANVILLE,"G/F(Portion), 3-5, 7-17/F,29A Granville Road, Tsim Sha Tsui, Kowloon.",瑞生嘉威酒店,"九龍尖沙咀加連威老道29A號加連威大廈地下(部份), 3-5字樓, 7-17字樓",2105 3999,2105 3820,info@soravithotels.com
H/6213,IW HOTEL,"G-3/F & 5-23/F, D-Tower,101 Wai Yip Street, Kwun Tong, Kowloon.",愛得甫酒店,九龍觀塘偉業街101號D-Tower地下-3字樓及5-23字樓,3188 6655,3188 6668,ivy.ma@iwmanagement.com
H/6215,WING SHUN GUEST HOUSE,"Flat E3, 9/F, Block E, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",永順賓館,九龍尖沙咀彌敦道58號美麗都大廈E座9字樓E3室,6909 5539,,
H/6220,SEASONS GARDEN-CAUSEWAY BAY,"Flat B, 6/F, Haywood Mansion,57 Paterson Street, Causeway Bay, Hong Kong.",季節花園－銅鑼灣,香港銅鑼灣百德新街57號海華大廈6字樓B室,,,galaxyhotelhk@gmail.com
H/6221,SKYLINE HOSTEL,"Flat C3, 14/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",SKYLINE HOSTEL,九龍尖沙咀彌敦道40號重慶大廈C座14字樓C3室,3104 1651,2368 3344,dhillonhotelshk@gmail.com
H/6222,ICLUB TO KWA WAN HOTEL,"B-3/F, 5-12/F, 15-23/F, R/F & UR/F,8 Ha Heung Road, To Kwa Wan, Kowloon.",富薈土瓜灣酒店,"九龍土瓜灣下鄉道8號地庫-3字樓,5-12字樓,15-23字樓,天台及天台高層",3963 6600,3963 6622,info@tokwawan.iclub-hotels.com
H/6224,SUNBEAM HOSTEL,"Flat B, 1/F,Block 7, Bela Vista Villa,DD CC 1491, Cheung Chau.",晴天旅舍,長洲長洲地段1491號東堤小築7座1字樓B室,9125 5095,,
H/6225,KERRY HOTEL HONG KONG,"B/F(Portion), G/F(Portion), 1/F(Portion),2/F(Portion), 3/F(Portion), 4/F(Portion), 5-6/F,7/F(Portion), 8/F-15/F, 16/F(Portion),38 Hung Luen Road, Hung Hom, Kowloon.",香港嘉里酒店,"九龍紅磡紅鸞道38號地庫(部份), 地下(部份),1字樓(部份), 2字樓(部份), 3字樓(部份), 4字樓(部份),5-6字樓, 7字樓(部份), 8-15字樓和16字樓(部份)",2252 5888,,khhk@thekerryhotels.com
H/6226,GUANG CHOW GUESTHOUSE,"Flat 20, 3/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",廣州賓館,九龍旺角西洋菜南街14-24號榮華大樓3字樓20室,2385 1962,,
H/6227,VICTORIA INN,"Flat A3-A4, 14/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",VICTORIA INN,九龍尖沙咀彌敦道58號美麗都大廈A座14字樓A3-A4室,5537 5756,,sleepinhotel@gmail.com
H/6230,STARLIGHT GUEST HOUSE,"Flat D2, 15/F, Block D, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",星光客棧,九龍尖沙咀彌敦道58號美麗都大廈D座15字樓D2室,9017 7918,,
H/6233,DISNEY EXPLORERS LODGE,"Hong Kong Disneyland Resort,Lantau Island.",迪士尼探索家度假酒店,大嶼山香港迪士尼樂園,3510 2000,,
H/6236,CHAT INN,"7/F, Long Wah Building,21 Lock Road, Tsim Sha Tsui, Kowloon.",CHAT INN,九龍尖沙咀樂道21號龍華大廈7字樓,6723 8118,,
H/6238,HOME TOWN,"Flat E4, 6/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",HOME TOWN,九龍尖沙咀彌敦道40號重慶大廈E座6字樓E4室,2316 7152,2724 5071,
H/6241,TUNG NAM LOU ART HOTEL,"G/F, 5/F-13/F, 15-23/F & 25/F,68 Portland Street, Mong Kok, Kowloon.",東南樓藝術酒店,"九龍旺角砵蘭街68號地下, 5-13字樓, 15-23字樓及25字樓",3708 7788,3708 7766,reservations@tungnamlou.com
H/6243,SWISS HOSTEL,"Flat D3, 11/F,  Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",SWISS HOSTEL,九龍尖沙咀彌敦道40號重慶大廈D座11字樓D3室,2739 3010,2739 3020,castleinnhk@gmail.com
H/6244,A DAY GUEST HOUSE,"Flat K, 8/F, Lucky House,22 Jordan Road, Jordan, Kowloon.",八天賓館,九龍佐敦佐敦道22號鴻運大樓8字樓K室,9670 7286,,
H/6246,POP INN . MONG KOK,"Flat B, 7/F, Tung Shing Mansion,950-954 Canton Road, Mong Kok, Kowloon. ",珀軒旅館 ‧ 旺角,九龍旺角廣東道950-954號東成大廈7字樓B室 ,2117 0033,2117 0022,
H/6248,FIRST INN,"Flat C2, 17/F,  Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",FIRST INN,九龍尖沙咀彌敦道40號重慶大廈C座17字樓C2室,3104 1651,2368 3344,dhillonhotelshk@gmail.com
H/6254,CHECK INN HK,"Flat A, 14/F, Kwong Wah Mansion,269-273 Hennessy Road, Wan Chai, Hong Kong.",CHECK INN HK,香港灣仔軒尼詩道269-273號光華大廈14字樓A室,9667 9295,,checkinnhostel@gmail.com
H/6266,MY INN,"Flat 106-107, 1/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",美意賓館,九龍尖沙咀彌敦道101號海防大廈1字樓106-107室,6723 8118,,
H/6269,EVEREST HOSTEL,"Flat E1, 14/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon,",EVEREST HOSTEL,九龍尖沙咀彌敦道40號重慶大廈E座14字樓E1室,2153 1197,2722 4807,14everesthostel@gmail.com
H/6274,DIN DIAN HOSTEL,"Flat 410, 4/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",DIN DIAN HOSTEL,九龍旺角亞皆老街83號先施大廈4字樓410室,9338 1365,,736845290@qq.com
H/6275,LUCKY GUEST HOUSE,"Flat G, 5/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",海濱賓館,九龍佐敦佐敦道15號華豐大廈5字樓G室,2780 7317,,
H/6277,VICTORY HOSTEL,"Flat 16, 8/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",勝利賓館,九龍油麻地彌敦道385號平安大樓8字樓16室,5543 6462,2710 8821,
H/6281,IN INN,"Flat M, 15/F, Lucky House,22 Jordan Road, Jordan, Kowloon.",迎旅舍,九龍佐敦佐敦道22號鴻運大樓15字樓M室,9313 5601,,ininnservicedapartment@gmail.com
H/6285,GOOD GUESEHOUSE,"Flat 13, 9/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",好好賓館,九龍旺角亞皆老街83號先施大廈9字樓13室,5118 0796,,1450916388@qq.com
H/6286,L'ESCALE,"Flat B2, 6/F, Block B, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",L'ESCALE,九龍尖沙咀彌敦道58號美麗都大廈B座6字樓B2室,6545 2811,,lescale.ltd@gmail.com
H/6290,SASA INN,"Flat C1, 8/F, Block C, Tsim Sha Tsui Mansion,87 Nathan Road, Tsim Sha Tsui, Kowloon.",新月賓館,九龍尖沙咀彌敦道87號華源大廈C座8字樓C1室,5125 0008,,
H/6291,PANDA BOUTIQUE HOSTEL,"Flat B, 11/F, Cornwall Court,687-689 Nathan Road, Mong Kok, Kowloon.",熊貓精品賓館,九龍旺角彌敦道687-689號嘉禾大廈11字樓B室,6999 3852,,sitleungman@gmail.com
H/6293,THE EMPEROR HOTEL,"B2/F, B1/F, LG/F, G-25/F, R/F & UR/F,373 Queen's Road East, Wan Chai, Hong Kong.",英皇駿景酒店,"香港灣仔皇后大道東373號第2層地庫, 第1層地庫, 地下低層, 地下-25字樓, 天台及天台高層",2893 3693,2834 6700,enquiry@emperorhotel.com.hk
H/6295,TIME HOSTEL,"Flat A7, 16/F, Block A, Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon. ",旅客棧,九龍尖沙咀彌敦道40號重慶大廈A座16字樓A7室,2366 6222,3583 2359,gardenhostel1@gmail.com
H/6296,建成賓館,"Flat A5, 3/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",建成賓館,九龍尖沙咀彌敦道58號美麗都大廈A座3字樓A5室,,,
H/6298,L3 INN,"5/F, Long Wah Building,21A Lock Road, Tsim Sha Tsui,Kowloon.",旅旅旅館,九龍尖沙咀樂道21A號龍華大廈5字樓,9730 0906,,b3innhk@gmail.com
H/6300,HK HIKERS HOME,"Flat 23, 10/F, Man Ying Building,23 Man Yuen Street, Jordan, Kowloon.",香港驢友之家青年旅舍,九龍佐敦文苑街23號文英樓10字樓23室,6093 5588,,
H/6303,FORTUNE INN,"Flat 16A, 4/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",麗華賓館,九龍旺角西洋菜南街14-24號榮華大樓4字樓16A室,6999 6330,,fortunehotelmongkok@gmail.com
H/6309,吉祥賓館,"Flat B2, 7/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",吉祥賓館,九龍尖沙咀彌敦道40號重慶大廈B座7字樓B2室,9758 3389,,applehostel01@gmail.com
H/6310,EMPIRE PRESTIGE TSIM SHA TSUI,"B/F, G/F(Portion), UG-3/F, 5-13/F, 15-22/F, Main Roof(Portion) & Upper Roof,8 Kimberley Street, Tsim Sha Tsui, Kowloon.",EMPIRE PRESTIGE TSIM SHA TSUI,"九龍尖沙咀金巴利街8號地庫, 地下(部份), 地下高層-3字樓,5-13字樓,15-22字樓,天台(部份)及天台高層",3692 2811,,
H/6311,RUBY HOUSE,"Flat 12, 10/F, Alhambra Building,385 Nathan Road, Yau Ma Tei, Kowloon.",露比旅店,九龍油麻地彌敦道385號平安大樓10字樓12室,5264 6827,,pannaqpannaq@gmail.com
H/6312,NAM KEUNG TOURING TRADING LIMITED,"Flat B2, 11/F, Block B, Tsim Sha Tsui Mansion,87 Nathan Road, Tsim Sha Tsui, Kowloon.",南強旅業貿易有限公司,九龍尖沙咀彌敦道87號華源大廈B座11字樓B2室,2369 0691,,
H/6313,SUN RISE MOTEL,"2/F, 3 San Lok Street,Sheung Shui, New Territories. ",新威旅館,新界上水新樂街3號2字樓 ,2673 2878,,
H/6314,THE BEACON,"G/F(Portion), 5/F-13/F, 15/F-23/F & 25/F-28/F, 88 Sai Yee Street, Mong Kok, Kowloon.",碧薈,"九龍旺角洗衣街88號地下(部分), 5-13字樓,15-23字樓及25-28字樓",2960 2888,2960 2811,
H/6315,ARTS VILLA,"Flat 301-303, 2/F, Block A, I-Feng Mansion,237 To Kwa Wan Road,To Kwa Wan, Kowloon.",雅仕賓館,九龍土瓜灣土瓜灣道237號益豐大廈A座2字樓301-303室,2667 0519,2768 8960,
H/6318,KING SON MOTEL,"Front Portion, 2/F, 1 San Lok Street,Sheung Shui, New Territories.",建新旅館,新界上水新樂街1號2字樓前部份,2673 2878,,
H/6323,HOTEL 108,"Portion of G/F & 1/F - Upper Roof, Cosmos Centre, 106-108 Soy Street,Mong Kok, Kowloon. ",HOTEL 108,九龍旺角豉油街106-108號 嘉寶商業中心地下(部分) & 1字樓-天台高層,3120 3600,3120 3601,hotel108@mosaic-collection.com
H/6325,RICH HOSTEL,"Flat E2, 11/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",富裕賓館,九龍尖沙咀彌敦道40號重慶大廈E座11字樓E2室,3705 2464,2723 7960,sales@hotelskygroup.com
H/6328,MEI LAM GUEST HOUSE,"Flat D1, 5/F, Block D, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",美林賓館,九龍尖沙咀彌敦道58號美麗都大廈D座5字樓D1室,2721 5278,,
H/6330,HONG KONG PLAYGROUND ASSOCIATION JOCKEY CLUB SILVERMINE BAY CAMP,"G/F-1/F, Block A1, G/F-1/F, Block A2,G/F-1/F, Block B, G/F-1/F, Block C1, G/F-1/F, Block C2, 30 Tung Wan Tau,Mui Wo, Lantau Island.",香港遊樂場協會賽馬會銀礦灣營,"大嶼山梅窩東灣頭30號A1座地下-1字樓,A2座地下-1字樓,B座地下-1字樓,C1座地下-1字樓,C2座地下-1字樓",2984 7847,2984 7886,camp@hkpa.hk
H/6340,NARUTO INN,"Flat C4, 10/F, Block C,Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",鳴人館,九龍尖沙咀彌敦道87號華源大廈C座10字樓C4室,2171 4688,,derekngweihk@hotmail.com
H/6341,HYATT CENTRIC VICTORIA HARBOUR HONG KONG,"B2/F(Portion), B1/F(Portion), G/F(Portion),1-2/F(Portion) at Podium, 3/F, 5-12/F, 15-23/F,R/F & UR/F at Tower 1 and Tower 2,1 North Point Estate Lane, North Point, Hong Kong.",香港維港凱悅尚萃酒店,"香港北角北角邨里1號第1座及第2座地庫2字樓(部份),地庫1字樓(部份),地下(部份),1-2字樓(部份)平台,3字樓,5-12字樓,15-23字樓,天台及天台高層",3896 9888,3896 9899,hongkong.hyattcentric@hyatt.com
H/6344,HONG KONG MOTEL 2,"Flat C, 5/F, Fook Kiu Mansion,34-36A Cameron Road,Tsim Sha Tsui, Kowloon.",香港住宿 2,九龍尖沙咀金馬倫道34-36A號福僑大廈5字樓C室,9161 4448,,hkmotel@qq.com
H/6345,THE OTTO HOTEL,"G/F(Portion), 3-18/F, 8 Cameron Road, Tsim Sha Tsui, Kowloon.",康境酒店,"九龍尖沙咀金馬倫道8號地下(部份),3-18字樓",3551 6888,3551 6800,info@theotto.hk
H/6346,JUST HOSTEL,"Flat F, 9/F, Kim Tak Building,328-342A Nathan Road,Yau Ma Tei, Kowloon.",捷舒旅,九龍油麻地彌敦道328-342A號儉德大廈9字樓F室,6768 7101,,
H/6348,THE JOCKEY CLUB HONG CHI LODGE,"1/F-3/F, Hong Chi Association Training Centre (Jockey Club Hong Chi Lodge), Pinehill Village, Chung Nga Road, Nam Hang, Tai Po, New Territories.",賽馬會匡智居,新界大埔南坑頌雅路松嶺村匡智會訓練中心(賽馬會匡智居)1-3字樓,2689 1309,2664 6030,seo@hongchi.org.hk
H/6350,VVE VVE HOUSE,"Flat 6-7, 4/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",優遊居,九龍尖沙咀彌敦道101號海防大廈4字樓6-7室,6060 0329,,vvevvehotel@gmail.com
H/6357,SOLAR VILLAS,"G/F-2/F, House 7C,Tai Yuk Road, Ma Wan,New Territories.",太陽村莊,新界馬灣體育路7C號屋地下至2字樓 ,8201 1122,2907 1107,info@solarvillas.com.hk
H/6360,DREAMLAND GUEST HOUSE,"Flat D8, 5/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",DREAMLAND GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈D座5字樓D8室,2116 2571,2116 2572,
H/6361,ECO TREE HOTEL CAUSEWAY BAY,"G/F,1/F,Upper First Floor,2/F,3/F,5/F-12/F,15/F-23/F,25/F-31/F,Roof,Lev+103.00,Lift Machine RoomFloor,Emergency Generator Room Floor and Upperroof at No.15 Mercury Street,North Point,Hong Kong",頤庭酒店銅鑼灣,"香港北角水星街15號, 地下, 1字樓, 1字樓高層, 2字樓, 3字樓, 5-12字樓, 15-23字樓, 25-31字樓, 天台, Lev+103.00,升降機房樓層, 緊急發電機房樓層及天台高層",2317 1788,2317 1698,
H/6367,THE PIER HOTEL,"LG/F-UG/F & 1/F-R/F,Lot 535 in DD 210, Pak Sha Wan,Sai Kung, New Territories.",THE PIER HOTEL,"新界西貢白沙灣第210約535地段地下低層-地下高層,1字樓-天台",2912 6714,,enquiry@thepierhotel.com.hk
H/6377,AKVO HOTEL,"B/F, G/F, 1-3/F, 5-13/F, 15-23/F,25-30/F, R-UR/F, 57 Jervois Street,Sheung Wan, Hong Kong.",AKVO HOTEL,"香港上環蘇杭街57號地庫,地下, 1-3字樓, 5-13字樓, 15-23字樓 , 25-30字樓 , 天台及天台高層",3428 7009,,benny.wf.kwok@millionhope.com.hk
H/6381,YUE KA HOSTEL,"2/F, 101 Argyle Street,Mong Kok, Kowloon.",裕家賓館,九龍旺角亞皆老街101號2字樓,,2177 2227,yuekahotel@yahoo.com.hk
H/6387,SOLAR VILLAS,"G/F-2/F, House 7B,Tai Yuk Road, Ma Wan,New Territories.",太陽村莊,新界馬灣體育路7B號屋地下至2字樓 ,8201 1122,2907 1107,info@solarvillas.com.hk
H/6390,HONG KONG MOTEL,"Flat C & D, 2/F, Fook Kiu Mansion,34-36A Cameron Road, Tsim Sha Tsui,Kowloon.",香港住宿,九龍尖沙咀金馬倫道34-36A號福僑大廈2字樓C&D室,9161 4448,,hkmotel@qq.com
H/6391,SO GOOD INN,"Flat 402, 4/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",好正旅館,九龍尖沙咀彌敦道101號海防大廈4字樓402室,6726 4567,,
H/6392,KK HOTEL,"G/F-12/F, Main Roof, E&M/F, UR/F, 164 Hai Tan Street, Sham Shui Po, Kowloon.",KK HOTEL,"九龍深水海壇街164號地下-12字樓,天台,機電層,天台高層",,3754 1568,
H/6397,OCEAN INN,"Flat G, 11/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",宏洋旅店,九龍佐敦佐敦道15號華豐大廈11字樓G室,2385 0125,,ocean.inn.hk@gmail.com
H/6400,DIOR INN,"Flat 17, 9/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",迪奧旅館,九龍油麻地彌敦道385號平安大樓9字樓17室,2770 8300,,asiatravelhouse@netvigator.com
H/6405,NEW WING LEE GUEST HOUSE,"Flat D3, 10/F, Block D, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",新永利旅館,九龍尖沙咀彌敦道58號美麗都大廈D座10字樓D3室,2366 5630,2368 5835,
H/6406,LILY INN,"Flat A4, 12/F, Block A, Tsim Sha Tsui Mansion,87 Nathan Road, Tsim Sha Tsui, Kowloon.",小百合旅館,九龍尖沙咀彌敦道87號華源大廈A座12字樓A4室,6993 0963,,
H/6412,HOTEL COZI．RESORT,"G/F(Portion), 1/F, 2/F(Portion), 3/F-13/F,R/F & UR/F, 4 Kin Fung Circuit, Tuen Mun,New Territories.",悅品度假酒店．屯門,"新界屯門建豐街4號地下(部份),1字樓,2字樓(部份),3-13字樓,天台及天台高層",3899 9288,3899 9289,
H/6419,URBANWOOD (AP LEI CHAU),"17-19 Wai Fung Street,Ap Lei Chau, Hong Kong.",城木酒店 (鴨脷洲),香港鴨脷洲惠風街17-19號,3728 7388,,
H/6420,JOYCE HOUSE,"Flat 11, 4/F, Hai Phong Mansion,101 Nathan Road, Tsim Sha Tsui,Kowloon.",雅舍,九龍尖沙咀彌敦道101號海防大廈4字樓11室,2508 9238,,mandytung9398@yahoo.com.hk
H/6421,KAM MUN GUEST HOUSE,"Flat 2007, 20/F, Sun Hing Building,607 Nathan Road, Mong Kok, Kowloon.",金門賓館,九龍旺角彌敦道607號新興大廈20字樓2007室,2388 3686,,luyaxinghk@gmail.com
H/6423,SHAMA ISLAND NORTH,"1/F-4/F, 310A King's Road,North Point, Hong Kong.",SHAMA ISLAND NORTH,香港北角英皇道310A號1-4字樓,,,
H/6424,PRIME STAR,"Flat B1, 4/F, Block B, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",PRIME STAR,九龍尖沙咀彌敦道58號美麗都大廈B座4字樓B1室,2359 9006,,traccountinghk@yahoo.com
